a_key	a_name	b_key	b_name	signal	score	verdict	basis_relations
דיור והתכנונ בירושלימ המזרחית	דיור והתכנון בירושלים המזרחית	תכנונ במזרח ירושלימ	תכנון במזרח ירושלים	translated	0.914	DIFFERENT	
יישובימ יהודיימ באיו"ש לפי המניע להתיישבות	יישובים יהודיים באיו"ש לפי המניע להתיישבות	יישובימ יהודיימ באיו"ש לפי שיוכ ארגוני	יישובים יהודיים באיו"ש לפי שיוך ארגוני	translated	0.914	DIFFERENT	
נתניהו	נתניהו	רה"מ נתניהו	רה"מ נתניהו	translated	0.913	SAME	הממשלה ה-37 --[בראשות]--> נתניהו; נתניהו --[leads]--> המדינה
ארגוני זכויות אדמ	ארגוני זכויות אדם	21 ארגוני זכויות אדמ	21 ארגוני זכויות אדם	translated	0.913	DIFFERENT	
ריחנ	ריחן	ריחנ א'	ריחן א'	translated	0.913	DIFFERENT	
צו הפקעה 1/90	צו הפקעה 1/90	צו הפקעה 1/02	צו הפקעה 1/02	translated	0.913	DIFFERENT	
החטיבה להתיישבות בהסתדרות הציונית העולמית	החטיבה להתיישבות בהסתדרות הציונית העולמית	החטיבה להתיישבות בהסתדרות הציונית	החטיבה להתיישבות בהסתדרות הציונית	translated	0.913	DIFFERENT	
עמאר אבו עליא	עמאר אבו עליא	עאמר אבו עליא	עאמר אבו עליא	translated	0.913	SAME	עמאר אבו עליא --[from]--> ח'רבת ג'בעית; עמאר אבו עליא --[lived_in]--> ח'רבת ג'בעית; עאמר אבו עליא --[resides_in]--> ח'רבת ג'בעית
1,500 דונמ	1,500 דונם	1,640 דונמ	1,640 דונם	translated	0.913	DIFFERENT	
אנשי רפואה	אנשי רפואה	אנשי רפואה אמריקאימ	אנשי רפואה אמריקאים	translated	0.913	DIFFERENT	
החווה של נריה	החווה של נריה	שלוחה של החווה של נריה	שלוחה של החווה של נריה	translated	0.913	DIFFERENT	
הכרזה בדבר סגירת שטח (יישובימ ישראלימ) (היתר) התשנ"ז-2015	הכרזה בדבר סגירת שטח (יישובים ישראלים) (היתר) התשנ"ז-2015	הכרזה בדבר סגירת שטח (יישובימ ישראלימ), תשס"ב-2002	הכרזה בדבר סגירת שטח (יישובים ישראלים), תשס"ב-2002	translated	0.913	DIFFERENT	
הממונה על הרכוש הממשלתי הנטוש	הממונה על הרכוש הממשלתי הנטוש	יחידת הממונה על הרכוש הממשלתי והנטוש	יחידת הממונה על הרכוש הממשלתי והנטוש	translated	0.913	DIFFERENT	
וועדת השרימ לענייני חקיקה	וועדת השרים לענייני חקיקה	ועדת השרימ לחקיקה	ועדת השרים לחקיקה	translated	0.913	SAME	חוק ההסדרה --[scheduled_for_vote]--> וועדת השרים לענייני חקיקה; ועדת השרים לחקיקה --[אישרה]--> הצעת חוק פרטית
מצלות יהודה	מצלות יהודה	מצרות יהודה	מצרות יהודה	translated	0.913	DIFFERENT	
פלסטינ	פלסטין	הפלשתינית	הפלשתינית	translated	0.913	DIFFERENT	
המועצה האזורית	המועצה האזורית	מועצות מקומיות ואזוריות	מועצות מקומיות ואזוריות	translated	0.913	DIFFERENT	
palestine	Palestine	הפלשתינית	הפלשתינית	translated	0.913	DIFFERENT	
פלסטינית	פלסטינית	הפלשתינית	הפלשתינית	translated	0.913	DIFFERENT	
12,500 דונמ	12,500 דונם	24,000 דונמימ	24,000 דונמים	translated	0.913	DIFFERENT	
books in the attic & yedioth ahronoth	Books in the Attic & Yedioth Ahronoth	ספרי עליית הגג וידיעות ספרימ	ספרי עליית הגג וידיעות ספרים	translated	0.913	SAME	שאול אריאלי --[published_by]--> Books in the Attic & Yedioth Ahronoth; שאול אריאלי --[published_by]--> ספרי עליית הגג וידיעות ספרים
חופש הביטוי	חופש הביטוי	המתקפה על חופש הביטוי	המתקפה על חופש הביטוי	translated	0.912	DIFFERENT	
שלטונ החוק	שלטון החוק	מערכת שלטונ החוק	מערכת שלטון החוק	translated	0.912	DIFFERENT	
26,500 דונמ	26,500 דונם	500 דונמ	500 דונם	translated	0.912	DIFFERENT	
אידיאולוגיימ לא-ממלכתיימ	אידיאולוגיים לא-ממלכתיים	האידיאולוגיימ הלא-ממלכתיימ	האידיאולוגיים הלא-ממלכתיים	translated	0.912	SAME	האידיאולוגיים הלא-ממלכתיים --[הביעו_תמיכה_נמוכה_ב]--> דמוקרטיה; האידיאולוגיים הלא-ממלכתיים --[הביעו_תמיכה_נמוכה_ב]--> שלטון החוק; האידיאולוגיים הלא-ממלכתיים --[תומכים_ב]--> ארץ ישראל
סעיפ 43 לתקנות הנלוות לאמנת האג (1907)	סעיף 43 לתקנות הנלוות לאמנת האג (1907)	תקנות הנלוות לאמנת האג (1907)	תקנות הנלוות לאמנת האג (1907)	translated	0.912	DIFFERENT	
צו תפיסה	צו תפיסה	צו תפיסה 22/79	צו תפיסה 22/79	translated	0.912	DIFFERENT	
97 פרויקטימ פלסטינימ	97 פרויקטים פלסטינים	פרויקטימ פלסטינימ	פרויקטים פלסטינים	translated	0.912	DIFFERENT	
בנייה בהתנחלויות	בנייה בהתנחלויות	בנייה והרחבה של התנחלויות	בנייה והרחבה של התנחלויות	translated	0.912	DIFFERENT	
המרפאה הניידת	המרפאה הניידת	פעילות המרפאה הניידת	פעילות המרפאה הניידת	translated	0.912	DIFFERENT	
כניסת ישראלימ	כניסת ישראלים	כניסת ישראלימ לאזורי ההתנחלויות	כניסת ישראלים לאזורי ההתנחלויות	translated	0.912	DIFFERENT	
מאחזימ בלתי חוקיימ	מאחזים בלתי חוקיים	מאחזימ בלתי חוקיימ חדשימ	מאחזים בלתי חוקיים חדשים	translated	0.912	DIFFERENT	
במקומ - תכנונ וזכויות אדמ	במקום – תכנון וזכויות אדם	במקומ - מתכננימ למענ זכויות תכנונ ואח'	במקום – מתכננים למען זכויות תכנון ואח'	translated	0.912	DIFFERENT	
צו התפיסה	צו התפיסה	צו תפיסה 22/79	צו תפיסה 22/79	translated	0.912	DIFFERENT	
אלימות נגד עיתונאימ	אלימות נגד עיתונאים	תקיפות כנגד עיתונאימ	תקיפות כנגד עיתונאים	translated	0.912	DIFFERENT	
אמנת ז'נבה הרביעית בדבר הגנה על אזרחימ בזמנ מלחמה (1949)	אמנת ז'נבה הרביעית בדבר הגנה על אזרחים בזמן מלחמה (1949)	סעיפ 53 לאמנת ז'נבה הרביעית בדבר הגנת אזרחימ בימי מלחמה מ-1949	סעיף 53 לאמנת ז'נבה הרביעית בדבר הגנת אזרחים בימי מלחמה מ-1949	translated	0.912	DIFFERENT	
סעיפ 43 לתקנות הנלוות לאמנת האג (1907)	סעיף 43 לתקנות הנלוות לאמנת האג (1907)	תקנות הגלות לאמנת האג משנת 1907	תקנות הגלות לאמנת האג משנת 1907	translated	0.912	DIFFERENT	
הליכ הסדר הקרקעות	הליך הסדר הקרקעות	הליכ הסדר רישומ המקרקעינ	הליך הסדר רישום המקרקעין	translated	0.912	DIFFERENT	
מוסדות החינוכ הערבי בירושלימ המזרחית	מוסדות החינוך הערבי בירושלים המזרחית	מערכת החינוכ במזרח העיר	מערכת החינוך במזרח העיר	translated	0.912	DIFFERENT	
מקורות המימ	מקורות המים	מקורות מימ וצינורות	מקורות מים וצינורות	translated	0.912	DIFFERENT	
תוכנית ההתנתקות	תוכנית ההתנתקות	תוכנית ההתנתקות החד-צדדית	תוכנית ההתנתקות החד-צדדית	translated	0.911	SAME	תוכנית ההתנתקות --[occurred_in]--> 2005; יישובים --[evacuated_in]--> תוכנית ההתנתקות; ישראל --[implemented]--> תוכנית ההתנתקות החד-צדדית
מצפה יהודה	מצפה יהודה	מצפה יהודה (קידר מזרח)	מצפה יהודה (קידר מזרח)	translated	0.911	DIFFERENT	
וועדת חוצ וביטחונ	וועדת חוץ וביטחון	וועדת המשנה לוועדת חוצ וביטחונ	וועדת המשנה לוועדת חוץ וביטחון	translated	0.911	DIFFERENT	
סכמי אוסלו	סכמי אוסלו	הסכמי אוסלו הראשונימ	הסכמי אוסלו הראשונים	translated	0.911	DIFFERENT	
הר נילה	הר נילה	הר נלה	הר נלה	translated	0.911	DIFFERENT	
חוק העתיקות 1966	חוק העתיקות 1966	חוק העתיקות הירדני משנת 1966	חוק העתיקות הירדני משנת 1966	translated	0.911	DIFFERENT	
world bank	World Bank	world bank group	World Bank Group	translated	0.911	DIFFERENT	
הראל בר	הראל בר	הראל בר בערר	הראל בר בערר	translated	0.911	DIFFERENT	
צו הפקעה 1/02	צו הפקעה 1/02	צו הפקעה 1/99	צו הפקעה 1/99	translated	0.911	DIFFERENT	
אסירימ ועצירימ פלסטינימ	אסירים ועצירים פלסטינים	אסירימ פלסטינימ	אסירים פלסטינים	translated	0.911	DIFFERENT	
פלסטינימ	פלסטינים	הפלסטינית	הפלסטינית	translated	0.911	SAME	פלסטינים --[located_in]--> גדה המערבית; מתנחלים --[committed_violence_against]--> פלסטינים; מתנחלים --[הרגו]--> פלסטינים; מתנחלים --[תקפו]--> פלסטינים; פלסטינים --[located_in]--> רצועת עזה; מתנחלים --[attacked]--> פלסטינים; מתנחלים --[commit_violence_against]--> פלסטינים; מתנחלים --[מפעילים_אלימות_נגד]--> פלסטינים; מתנחלים --[תוקפים]--> פלסטינים; פלסטינים --[reside_in]--> בקעה; 138 מדינות --[recognized]--> פלסטינים; 7 באוקטובר --[targeted]--> פלסטינים
הבנק העולמי	הבנק העולמי	world bank group	World Bank Group	translated	0.911	SAME	הבנק העולמי --[assessed]--> רצועת עזה; הבנק העולמי --[published_report_with]--> האו"ם; הבנק העולמי --[תיאר_קריסה_של]--> הגדה המערבית
צווי הפקעה	צווי הפקעה	צו ההפקעה הראשונ	צו ההפקעה הראשון	translated	0.911	DIFFERENT	
פרימ פלסטיניימ	פרים פלסטיניים	אסירימ ועצירימ פלסטינימ	אסירים ועצירים פלסטינים	translated	0.911	DIFFERENT	
גבול אופטימלי בינ ישראל לפלסטינ	גבול אופטימלי בין ישראל לפלסטין	גבול ישראל-פלסטינ	גבול ישראל-פלסטין	translated	0.911	DIFFERENT	
דרכי ההשתלטות על הקרקעות	דרכי ההשתלטות על הקרקעות	השתלטות על קרקע	השתלטות על קרקע	translated	0.911	SAME	בצלם --[תיאר]--> דרכי ההשתלטות על הקרקעות
שומרונ	שומרון	חטיבת שומרונ	חטיבת שומרון	translated	0.91	DIFFERENT	
משרד השיכונ	משרד השיכון	משרד הבינוי והשיכונ	משרד הבינוי והשיכון	translated	0.91	DIFFERENT	
המועצות המקומיות	המועצות המקומיות	המועצות האזוריות והמקומיות	המועצות האזוריות והמקומיות	translated	0.91	DIFFERENT	
מתיישבימ אידיאולוגיימ	מתיישבים אידיאולוגיים	מתיישבימ אידיאולוגיימ לא-ממלכתיימ	מתיישבים אידיאולוגיים לא-ממלכתיים	translated	0.91	DIFFERENT	
אמנת האג בדבר הגנה על נכסי תרבות בעת סכסוכ מזוינ	אמנת האג בדבר הגנה על נכסי תרבות בעת סכסוך מזוין	הפרוטוקול הראשונ לאמנת האג בדבר הגנה על נכסי תרבות בעת סכסוכ מזוינ משנת 1954	הפרוטוקול הראשון לאמנת האג בדבר הגנה על נכסי תרבות בעת סכסוך מזוין משנת 1954	translated	0.91	DIFFERENT	
יונתנ מזרחי	יונתן מזרחי	יוני מזרחי	יוני מזרחי	translated	0.91	DIFFERENT	
1,500 דונמ	1,500 דונם	15,500 דונמ	15,500 דונם	translated	0.91	DIFFERENT	
סעיפ 49 לאמנת ז'נבה הרביעית	סעיף 49 לאמנת ז'נבה הרביעית	סעיפ 6(49) לאמנת ז'נבה הרביעית (1949)	סעיף 6(49) לאמנת ז'נבה הרביעית (1949)	translated	0.91	DIFFERENT	
צו תפיסה 24/23	צו תפיסה 24/23	צו תפיסה 51/23	צו תפיסה 51/23	translated	0.91	DIFFERENT	
22,000 דונמ	22,000 דונם	24,000 דונמימ	24,000 דונמים	translated	0.91	DIFFERENT	
החווה של מיכה (החדשה)	החווה של מיכה (החדשה)	מאחז החווה של מיכה	מאחז החווה של מיכה	translated	0.91	DIFFERENT	
החווה של מיכה (הישנה)	החווה של מיכה (הישנה)	מאחז החווה של מיכה	מאחז החווה של מיכה	translated	0.91	DIFFERENT	
חטיבת שומרונ	חטיבת שומרון	שמרונ	שמרון	translated	0.91	DIFFERENT	
מאזנ הגירה כולל	מאזן הגירה כולל	מאזנ הגירה פנימי	מאזן הגירה פנימי	translated	0.91	DIFFERENT	
גבול ישראל-פלסטינ	גבול ישראל-פלסטין	גבול פלסטינ-ירדנ	גבול פלסטין-ירדן	translated	0.91	DIFFERENT	
